time,USD bal,BTC bal,BTC bid,BTC ask,BTC diff,LTC bid,LTC ask,LTC diff,DOGE bid,DOGE ask,DOGE diff
Sun Aug 03 00:44:17 2014 , -9.31716343214 , -0.0156598883059 , 584.63740 , 594.96998 , -0.0587914 , 75.69104 , 77.12979 , 0.0 , 2857142.80000 , 2888746.70000 , 123232.88809 
Sun Aug 03 03:47:50 2014 , -9.23588626285 , -0.0156598883059 , 584.63740 , 589.77983 , -0.0587914 , 75.65100 , 76.74989 , 0.0 , 2857142.80000 , 2888746.60000 , 123232.88809 
Sun Aug 03 06:51:23 2014 , -8.88932880381 , -0.0150561214908 , 578.84603 , 590.41293 , -0.05861457 , 75.66135 , 77.01980 , 0.0 , 2817625.50000 , 2888745.90000 , 122731.39526 
Sun Aug 03 09:54:56 2014 , -7.86798095777 , -0.0133262339368 , 578.95705 , 590.41294 , -0.05861457 , 75.70069 , 77.16999 , 0.0 , 2710000.10000 , 2824563.70000 , 122731.39526 
Sun Aug 03 12:58:32 2014 , -8.8826824382 , -0.0150446090183 , 579.08784 , 590.42295 , -0.05861457 , 76.55059 , 77.19000 , 0.0 , 2816881.00000 , 2888746.80000 , 122731.39526 
Sun Aug 03 16:02:07 2014 , -9.16409693727 , -0.015521241065 , 579.44053 , 590.42295 , -0.05861457 , 77.38000 , 78.21668 , 0.0 , 2848037.00000 , 2888746.80000 , 122731.39526 
Sun Aug 03 19:05:48 2014 , -9.28964967352 , -0.0157496533183 , 579.95251 , 589.83201 , -0.05861457 , 76.47049 , 78.31594 , 0.0 , 2863213.20000 , 2888746.80000 , 122731.39526 
Sun Aug 03 22:09:23 2014 , -9.51312670559 , -0.0161285358277 , 580.29472 , 589.83201 , -0.05861457 , 76.60944 , 78.30914 , 0.0 , 2888746.80000 , 2892858.80000 , 122731.39526 
Mon Aug 04 01:12:58 2014 , -9.51312670559 , -0.0161285358277 , 580.52672 , 589.83201 , -0.05861457 , 76.56940 , 78.30286 , 0.0 , 2888746.80000 , 2892181.90000 , 122731.39526 
Mon Aug 04 04:16:32 2014 , -9.51296542023 , -0.0161285358277 , 579.10760 , 589.82201 , -0.05861457 , 77.38153 , 78.29613 , 0.0 , 2888746.80000 , 2904046.10000 , 122731.39526 
Mon Aug 04 07:20:06 2014 , -9.14468357165 , -0.0154451665903 , 584.57432 , 592.07413 , -0.05861457 , 76.91035 , 78.88574 , 0.0 , 2843018.10000 , 2904046.00000 , 122731.39526 
Mon Aug 04 10:23:40 2014 , -9.18696142691 , -0.0154082689785 , 584.63685 , 596.23579 , -0.05861457 , 77.11107 , 78.89622 , 0.0 , 2840590.20000 , 2899999.90000 , 122731.39526 
Mon Aug 04 16:30:53 2014 , -10.0711002593 , -0.0168908667648 , 584.57441 , 596.24532 , -0.05878281 , 77.08101 , 79.00577 , 0.0 , 2941624.90000 , 2999999.90000 , 123230.38333 
Mon Aug 04 19:34:26 2014 , -10.2785518163 , -0.0172387963463 , 584.57794 , 596.24533 , -0.05878281 , 78.96229 , 79.37625 , 0.0 , 2966260.90000 , 2981064.50000 , 123230.38333 
Mon Aug 04 22:38:01 2014 , -10.2780347979 , -0.0172387977469 , 584.57547 , 596.21529 , -0.05878281 , 78.96229 , 79.38001 , 0.0 , 2966261.00000 , 3061302.10000 , 123230.38333 
Tue Aug 05 01:41:36 2014 , -10.231418081 , -0.0171594579332 , 584.57433 , 596.25532 , -0.05878281 , 79.38001 , 79.57000 , 0.0 , 2960606.90000 , 2983623.20000 , 123230.38333 
Tue Aug 05 04:45:09 2014 , -10.1287418598 , -0.0169949137114 , 584.57432 , 595.98666 , -0.05878281 , 78.63290 , 80.00000 , 0.0 , 2948949.20000 , 2982262.40000 , 123230.38333 
Tue Aug 05 07:48:44 2014 , -9.08536337008 , -0.0152439834439 , 584.57432 , 595.99667 , -0.05878281 , 79.14930 , 80.19999 , 0.0 , 2830356.10000 , 2977810.10000 , 123230.38333 
Tue Aug 05 10:52:18 2014 , -9.26823298433 , -0.0158629913312 , 578.67240 , 584.26767 , -0.05878281 , 80.25559 , 80.49989 , 0.0 , 2871176.70000 , 3017363.90000 , 123230.38333 
Tue Aug 05 13:55:51 2014 , -10.075854882 , -0.0172458623275 , 579.00232 , 584.24767 , -0.05878281 , 80.10586 , 80.49999 , 0.0 , 2966765.50000 , 3120467.40000 , 123230.38333 
Tue Aug 05 16:59:26 2014 , -9.62067656242 , -0.0164664959596 , 579.00021 , 584.25767 , -0.05878281 , 80.24360 , 80.52550 , 0.0 , 2912124.70000 , 3028295.00000 , 123230.38333 
Tue Aug 05 20:03:00 2014 , -10.1134297396 , -0.0173095830196 , 579.00001 , 584.26767 , -0.05894304 , 80.30834 , 80.67000 , 0.0 , 2971873.70000 , 3031897.50000 , 123729.37584 
Tue Aug 05 23:06:33 2014 , -10.1134297396 , -0.0173095830196 , 579.02018 , 584.26767 , -0.05894304 , 80.50785 , 80.67000 , 0.0 , 2971873.70000 , 3276490.70000 , 123729.37584 
Wed Aug 06 02:10:06 2014 , -10.1134297396 , -0.0173095830196 , 579.00000 , 584.26767 , -0.05894304 , 79.63655 , 80.67000 , 0.0 , 2971873.70000 , 3250000.00000 , 123729.37584 
Wed Aug 06 05:13:41 2014 , -10.1132566437 , -0.0173095830196 , 579.00001 , 584.25767 , -0.05894304 , 78.80284 , 80.67000 , 0.0 , 2971873.70000 , 3250000.00000 , 123729.37584 
Wed Aug 06 08:17:17 2014 , -9.25268241449 , -0.0158371892947 , 579.00000 , 584.23766 , -0.05877102 , 78.90037 , 81.24493 , 0.0 , 2869931.00000 , 3120467.30000 , 123217.13169 
Wed Aug 06 11:20:52 2014 , -10.1089726452 , -0.0173022506408 , 579.00001 , 584.25767 , -0.05893125 , 80.81802 , 81.60702 , 0.0 , 2971873.60000 , 3250000.00000 , 123716.12419 
Wed Aug 06 14:24:26 2014 , -9.92121970292 , -0.0169806070271 , 579.13169 , 584.26767 , -0.05873565 , 80.47010 , 81.68654 , 0.0 , 2950000.00000 , 3276490.40000 , 123177.37677 
Wed Aug 06 17:28:00 2014 , -11.2055482783 , -0.019178792279 , 579.00001 , 584.26767 , -0.05844257 , 80.47017 , 81.46107 , 0.0 , 3120466.00000 , 3400000.00000 , 122521.28341 
Wed Aug 06 20:31:35 2014 , -10.1658512367 , -0.0173993047343 , 579.00131 , 584.26767 , -0.05842223 , 80.70007 , 81.65600 , 0.0 , 2985636.50000 , 3276489.30000 , 122479.54301 
Wed Aug 06 23:35:09 2014 , -11.307526184 , -0.01916466261 , 579.01868 , 590.01958 , -0.05850306 , 80.70091 , 81.98732 , 0.0 , 3120466.00000 , 3440313.70000 , 122754.13155 
Thu Aug 07 02:38:44 2014 , -11.3067605101 , -0.0191646651313 , 579.04362 , 589.97955 , -0.05850306 , 81.48599 , 82.66706 , 0.0 , 3120466.20000 , 3440313.70000 , 122754.13155 
Thu Aug 07 05:42:18 2014 , -11.458969607 , -0.0194270488933 , 579.05648 , 589.84613 , -0.05850306 , 82.58010 , 84.57838 , 0.0 , 3141419.20000 , 3440313.70000 , 122754.13155 
Thu Aug 07 08:45:52 2014 , -11.8837958647 , -0.0201423938906 , 579.08211 , 589.98925 , -0.05850306 , 85.04274 , 85.94213 , 0.0 , 3200000.00000 , 3440313.70000 , 122754.13155 
Thu Aug 07 11:49:26 2014 , -12.0554660647 , -0.0204397633953 , 578.34983 , 589.80458 , -0.05850306 , 83.47000 , 84.78429 , 0.0 , 3225000.00000 , 3440313.70000 , 122754.13155 
Thu Aug 07 14:53:00 2014 , -11.3034055899 , -0.01916466261 , 578.29990 , 589.80457 , -0.05850306 , 82.00000 , 82.61596 , 0.0 , 3120466.00000 , 3440313.60000 , 122754.13155 
Thu Aug 07 21:00:11 2014 , -11.3358453955 , -0.019221737904 , 578.24746 , 589.74092 , -0.05850306 , 82.00000 , 82.99843 , 0.0 , 3125000.00000 , 3440313.70000 , 122754.13155 
Fri Aug 08 00:03:46 2014 , -11.4480253801 , -0.019221737904 , 587.45316 , 595.57702 , -0.05850306 , 82.53836 , 83.19462 , 0.0 , 3125000.00000 , 3440313.70000 , 122754.13155 
Fri Aug 08 03:07:19 2014 , -11.4480261287 , -0.019221739161 , 584.08053 , 595.57702 , -0.05850306 , 82.40166 , 83.97650 , 0.0 , 3125000.10000 , 3440313.70000 , 122754.13155 
Fri Aug 08 06:10:52 2014 , -11.4476405406 , -0.019221739161 , 583.89907 , 595.55696 , -0.05850306 , 82.50415 , 83.37499 , 0.0 , 3125000.10000 , 3440313.70000 , 122754.13155 
Fri Aug 08 09:14:26 2014 , -11.4439607309 , -0.019221739161 , 583.90907 , 595.36552 , -0.05850306 , 82.95123 , 84.26092 , 0.0 , 3125000.10000 , 3440313.60000 , 122754.13155 
Fri Aug 08 12:18:00 2014 , -13.5873606386 , -0.022822262876 , 583.91906 , 595.35554 , -0.05864839 , 82.82003 , 83.96298 , 0.0 , 3440313.60000 , 3480000.00000 , 123253.11238 
Fri Aug 08 14:03:33 2014 , -13.5873606386 , -0.022822262876 , 583.91906 , 595.35554 , -0.05864839 , 82.82000 , 83.55899 , 0.0 , 3440313.60000 , 3480000.00000 , 123253.11238 
Fri Aug 08 17:07:07 2014 , -13.4651350968 , -0.022822262876 , 583.97925 , 590.00000 , -0.05864839 , 83.02045 , 83.66800 , 0.0 , 3440313.60000 , 3480000.00000 , 123253.11238 
Fri Aug 08 20:10:43 2014 , -13.8825778128 , -0.0235297929031 , 584.04913 , 590.00000 , -0.0587868 , 83.62474 , 84.40915 , 0.0 , 3510000.00000 , 3550000.00000 , 123752.09491 
Fri Aug 08 23:14:19 2014 , -13.874984984 , -0.0235297929031 , 578.27513 , 589.67731 , -0.0587868 , 84.28469 , 85.19195 , 0.0 , 3510000.00000 , 3700000.00000 , 123752.09491 
Sat Aug 09 02:17:58 2014 , -13.874984984 , -0.0235297929031 , 578.59541 , 589.67731 , -0.0587868 , 84.14037 , 84.86299 , 0.0 , 3510000.00000 , 3700000.00000 , 123752.09491 
Sat Aug 09 05:21:32 2014 , -13.874984984 , -0.0235297929031 , 578.18512 , 589.67731 , -0.0587868 , 80.05130 , 84.23632 , 0.0 , 3510000.00000 , 3699999.90000 , 123752.09491 
Sat Aug 09 08:25:07 2014 , -13.874984984 , -0.0235297929031 , 578.13559 , 589.67731 , -0.0587868 , 82.01588 , 84.23632 , 0.0 , 3510000.00000 , 3699999.90000 , 123752.09491 
Sat Aug 09 11:28:44 2014 , -13.8231445723 , -0.0234290585971 , 583.83607 , 590.00000 , -0.0587868 , 82.62159 , 84.10000 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sat Aug 09 14:32:19 2014 , -13.8231445723 , -0.0234290585971 , 583.84681 , 590.00000 , -0.0587868 , 83.82700 , 85.34534 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sat Aug 09 17:35:53 2014 , -13.8231445723 , -0.0234290585971 , 583.88635 , 590.00000 , -0.0587868 , 84.21400 , 84.30991 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sat Aug 09 20:39:29 2014 , -13.8231445723 , -0.0234290585971 , 584.17692 , 590.00000 , -0.0587868 , 83.73001 , 84.30991 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sat Aug 09 23:43:05 2014 , -13.823144338 , -0.0234290585971 , 583.83606 , 589.99999 , -0.0587868 , 83.44780 , 84.30991 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sun Aug 10 02:46:39 2014 , -13.823144338 , -0.0234290585971 , 583.84608 , 589.99999 , -0.0587868 , 83.30114 , 84.30991 , 0.0 , 3500000.00000 , 3510000.00000 , 123752.09491 
Sun Aug 10 05:50:14 2014 , -13.8231445723 , -0.0234290585971 , 583.94682 , 590.00000 , -0.0587868 , 83.42732 , 84.79936 , 0.0 , 3500000.00000 , 3750000.00000 , 123752.09491 
Sun Aug 10 08:53:50 2014 , -14.0845294555 , -0.0236569439658 , 583.94644 , 595.36555 , -0.0587868 , 83.73161 , 85.25573 , 0.0 , 3522704.30000 , 3720000.00000 , 123752.09491 
Sun Aug 10 11:57:25 2014 , -14.0122221079 , -0.023535898038 , 584.16719 , 595.35532 , -0.0587868 , 84.82562 , 85.32911 , 0.0 , 3510607.90000 , 3720000.00000 , 123752.09491 
Sun Aug 10 15:01:02 2014 , -13.9481388342 , -0.0234290585971 , 583.88754 , 595.33501 , -0.0587868 , 84.20915 , 85.44614 , 0.0 , 3500000.00000 , 3720000.00000 , 123752.09491 
Sun Aug 10 18:04:39 2014 , -13.8140932241 , -0.0234290585971 , 578.07270 , 589.61367 , -0.0587868 , 84.38200 , 85.42189 , 0.0 , 3500000.00000 , 3719999.90000 , 123752.09491 
Sun Aug 10 21:08:21 2014 , -13.8140929898 , -0.0234290585971 , 578.07264 , 589.61366 , -0.0587868 , 84.37000 , 85.59692 , 0.0 , 3500000.00000 , 3719999.90000 , 123752.09491 
Mon Aug 11 00:11:56 2014 , -13.8140929898 , -0.0234290585971 , 578.33302 , 589.61366 , -0.0587868 , 84.37000 , 85.48667 , 0.0 , 3500000.00000 , 3719999.90000 , 123752.09491 
Mon Aug 11 03:15:32 2014 , -13.8140929898 , -0.0234290585971 , 578.08278 , 589.61366 , -0.0587868 , 84.78050 , 85.70000 , 0.0 , 3500000.00000 , 3719999.90000 , 123752.09491 
Mon Aug 11 06:19:07 2014 , -13.8140929898 , -0.0234290585971 , 578.06329 , 589.61366 , -0.0587868 , 85.62687 , 86.53000 , 0.0 , 3500000.00000 , 3719999.90000 , 123752.09491 
Mon Aug 11 09:22:41 2014 , -15.0470041753 , -0.0255201078199 , 578.16565 , 589.61366 , -0.0587868 , 86.17482 , 86.98199 , 0.0 , 3720000.00000 , 3792945.70000 , 123752.09491 
Mon Aug 11 12:26:22 2014 , -13.8140929898 , -0.0234290585971 , 578.31490 , 589.61366 , -0.0587868 , 85.87502 , 87.07273 , 0.0 , 3500000.00000 , 3792945.70000 , 123752.09491 
Mon Aug 11 15:36:58 2014 , -14.6679536617 , -0.0248772279342 , 578.05263 , 589.61367 , -0.05891862 , 86.88362 , 89.99999 , 0.0 , 3650000.00000 , 3950000.00000 , 124251.08104 
Mon Aug 11 18:40:33 2014 , -14.784302502 , -0.0253372476535 , 572.76593 , 583.50073 , -0.05891862 , 92.22400 , 94.99999 , 0.0 , 3700000.10000 , 3950000.00000 , 124251.08104 
Mon Aug 11 21:44:09 2014 , -15.0455658988 , -0.0257849992729 , 572.76593 , 583.50073 , -0.05891862 , 92.62907 , 98.89995 , 0.0 , 3750000.10000 , 3950000.00000 , 124251.08104 
Tue Aug 12 00:47:45 2014 , -15.0455658988 , -0.0257849992729 , 572.76593 , 583.50073 , -0.05891862 , 96.66547 , 100.60761 , 0.0 , 3750000.10000 , 3950000.00000 , 124251.08104 
Tue Aug 12 03:51:20 2014 , -16.2443515985 , -0.02785664605 , 571.76277 , 583.14097 , -0.05904416 , 100.50038 , 101.99989 , 0.0 , 4000000.00000 , 4181722.50000 , 124750.0558 
Tue Aug 12 06:54:58 2014 , -15.6232572363 , -0.0270569662051 , 567.99000 , 577.42088 , -0.05904416 , 97.00013 , 99.99900 , 0.0 , 3900000.00000 , 4181722.50000 , 124750.0558 
Tue Aug 12 13:02:10 2014 , -14.6212081451 , -0.0253215785081 , 566.99001 , 577.42088 , -0.05889219 , 97.62877 , 98.00000 , 0.0 , 3700000.00000 , 3982592.60000 , 124211.26252 
Tue Aug 12 16:05:47 2014 , -14.1544380464 , -0.0245132078467 , 566.99001 , 577.42088 , -0.05889219 , 99.20398 , 100.19900 , 0.0 , 3613000.00000 , 3982592.60000 , 124211.26252 
Tue Aug 12 19:09:23 2014 , -14.2175571669 , -0.0245132087982 , 571.70103 , 579.99576 , -0.05889219 , 99.46362 , 101.02200 , 0.0 , 3613000.10000 , 3982592.50000 , 124211.26252 
Tue Aug 12 22:12:58 2014 , -14.4192593744 , -0.0248617080501 , 571.70103 , 579.97863 , -0.05889219 , 99.21701 , 101.02096 , 0.0 , 3650000.10000 , 3982592.50000 , 124211.26252 
Wed Aug 13 01:16:34 2014 , -14.3541197104 , -0.0248617080501 , 566.99000 , 577.35855 , -0.05889219 , 106.58060 , 107.44011 , 0.0 , 3650000.10000 , 3982592.50000 , 124211.26252 
Wed Aug 13 04:20:09 2014 , -15.0908885814 , -0.0261382065431 , 564.00000 , 577.34981 , -0.05901773 , 104.51666 , 107.07799 , 0.0 , 3792945.40000 , 4000000.00000 , 124710.23725 
Wed Aug 13 07:23:45 2014 , -15.5246388463 , -0.0275259822439 , 550.00024 , 563.99945 , -0.05901773 , 104.40714 , 107.33796 , 0.0 , 3960092.60000 , 4181722.00000 , 124710.23725 
Wed Aug 13 10:27:20 2014 , -14.7759249304 , -0.0261992465132 , 535.04012 , 563.98282 , -0.05901773 , 101.93945 , 104.86898 , 0.0 , 3800000.00000 , 4181721.90000 , 124710.23725 
Wed Aug 13 13:30:56 2014 , -14.7763386165 , -0.0261992465132 , 535.04036 , 563.99861 , -0.05901773 , 107.48201 , 108.56883 , 0.0 , 3800000.00000 , 4181721.90000 , 124710.23725 
Wed Aug 13 16:34:32 2014 , -14.7763747714 , -0.0261992465132 , 535.08071 , 563.99999 , -0.05901773 , 106.10116 , 107.62499 , 0.0 , 3800000.00000 , 4181721.90000 , 124710.23725 
Wed Aug 13 19:38:08 2014 , -14.7410517223 , -0.0261382056762 , 535.13208 , 563.96571 , -0.05901773 , 106.09005 , 108.53999 , 0.0 , 3792945.30000 , 4181721.80000 , 124710.23725 
Wed Aug 13 22:41:44 2014 , -14.0530502372 , -0.0249191305681 , 535.00001 , 563.94625 , -0.05888295 , 107.72116 , 109.57000 , 0.0 , 3656773.70000 , 3868317.60000 , 124198.00165 
Thu Aug 14 01:45:26 2014 , -14.0170854707 , -0.0248561011651 , 535.00001 , 563.92937 , -0.05888295 , 106.93019 , 109.56612 , 0.0 , 3650000.10000 , 3868317.60000 , 124198.00165 
Thu Aug 14 04:49:02 2014 , -13.8201644886 , -0.0245076381677 , 505.01000 , 563.91254 , -0.05888295 , 102.48147 , 104.93498 , 0.0 , 3613000.00000 , 3798999.90000 , 124198.00165 
Thu Aug 14 07:52:37 2014 , -12.1693737039 , -0.0234026417382 , 505.08092 , 520.00000 , -0.05874143 , 97.27081 , 99.65047 , 0.0 , 3500000.10000 , 3649999.90000 , 123685.76245 
Thu Aug 14 10:56:12 2014 , -12.2364762727 , -0.0234026407286 , 501.01001 , 522.86733 , -0.05874143 , 98.35318 , 100.90724 , 0.0 , 3500000.00000 , 3550000.00000 , 123685.76245 
Thu Aug 14 13:59:50 2014 , -11.1296608966 , -0.0209996854794 , 501.35038 , 529.99179 , -0.05859283 , 98.45000 , 100.99999 , 0.0 , 3276488.60000 , 3612328.70000 , 123173.50946 
Thu Aug 14 17:03:25 2014 , -11.1294257002 , -0.0209996854794 , 505.02002 , 529.98059 , -0.05859283 , 98.44974 , 101.99983 , 0.0 , 3276488.60000 , 3612328.70000 , 123173.50946 
Thu Aug 14 20:06:59 2014 , -11.0248281568 , -0.0209996854794 , 505.01015 , 524.99968 , -0.05859283 , 99.37000 , 100.99926 , 0.0 , 3276488.60000 , 3612328.60000 , 123173.50946 
Thu Aug 14 23:10:35 2014 , -11.0248348767 , -0.0209996854794 , 505.04196 , 525.00000 , -0.05859283 , 98.50005 , 100.50333 , 0.0 , 3276488.60000 , 3612328.70000 , 123173.50946 
Fri Aug 15 02:14:11 2014 , -11.0248348767 , -0.0209996854794 , 505.05324 , 525.00000 , -0.05859283 , 99.32813 , 100.99999 , 0.0 , 3276488.60000 , 3612327.70000 , 123173.50946 
Fri Aug 15 05:17:45 2014 , -12.9789976423 , -0.0244887015958 , 505.13092 , 529.99942 , -0.05886306 , 99.00747 , 100.07000 , 0.0 , 3612328.60000 , 3982592.20000 , 124171.47797 
Fri Aug 15 08:21:19 2014 , -12.4416247306 , -0.0234748203366 , 508.02001 , 529.99872 , -0.05872154 , 99.08120 , 100.05975 , 0.0 , 3508390.00000 , 3792945.00000 , 123659.2388 
Fri Aug 15 11:24:53 2014 , -14.3210637667 , -0.0265204889479 , 509.02004 , 539.99999 , -0.05885336 , 98.89581 , 100.22151 , 0.0 , 3840000.00000 , 3982592.20000 , 124158.22484 
Fri Aug 15 14:28:27 2014 , -14.0535261775 , -0.0265160876276 , 501.00001 , 529.99999 , -0.0589789 , 97.27000 , 98.23799 , 0.0 , 3840000.00000 , 4181721.70000 , 124657.19951 
Fri Aug 15 17:32:01 2014 , -14.0535261775 , -0.0265160876276 , 501.10001 , 529.99999 , -0.0589789 , 97.27000 , 98.32000 , 0.0 , 3840000.00000 , 4181721.70000 , 124657.19951 
Fri Aug 15 20:35:36 2014 , -14.0535264426 , -0.0265160876276 , 501.10001 , 530.00000 , -0.0589789 , 97.27000 , 98.27099 , 0.0 , 3840000.00000 , 3999999.90000 , 124657.19951 
Fri Aug 15 23:39:12 2014 , -14.0535261775 , -0.0265160876276 , 501.00000 , 529.99999 , -0.0589789 , 96.67401 , 97.83580 , 0.0 , 3840000.00000 , 4181721.80000 , 124657.19951 
Sat Aug 16 02:42:46 2014 , -14.0463602251 , -0.0265100698125 , 500.00000 , 529.84999 , -0.05904822 , 97.25360 , 98.42118 , 0.0 , 3840000.00000 , 4181721.80000 , 124946.49672 
Sat Aug 16 03:38:45 2014 , -14.0463472351 , -0.0265100698125 , 500.00000 , 529.84950 , -0.05904822 , 96.97000 , 97.83732 , 0.0 , 3840000.00000 , 4181721.80000 , 124946.49672 
Sat Aug 16 06:42:21 2014 , -14.0458331707 , -0.0265095799141 , 500.00000 , 529.83990 , -0.05898347 , 97.83759 , 98.67000 , 0.0 , 3840000.00000 , 4179999.00000 , 124699.73793 
Sat Aug 16 09:45:56 2014 , -14.0461013655 , -0.0265095807597 , 500.05117 , 529.85000 , -0.05898347 , 99.60840 , 100.50000 , 0.0 , 3840000.10000 , 3999900.00000 , 124699.73793 
Sat Aug 16 12:49:35 2014 , -14.0461013655 , -0.0265095807597 , 500.03085 , 529.85000 , -0.05898347 , 101.41148 , 101.41150 , 0.0 , 3840000.10000 , 4179999.00000 , 124699.73793 
Sat Aug 16 14:38:07 2014 , -14.0461013655 , -0.0265095807597 , 500.05224 , 529.85000 , -0.05898347 , 100.80740 , 101.41130 , 0.0 , 3840000.10000 , 4179999.00000 , 124699.73793 
Sat Aug 16 17:41:44 2014 , -14.1826257065 , -0.0265095807597 , 503.02002 , 535.00000 , -0.05898347 , 103.48760 , 105.73437 , 0.0 , 3840000.10000 , 4179999.00000 , 124699.73793 
Sat Aug 16 20:45:20 2014 , -14.1826257065 , -0.0265095807597 , 503.07008 , 535.00000 , -0.05898347 , 103.35968 , 104.60377 , 0.0 , 3840000.10000 , 4179999.00000 , 124699.73793 
Sat Aug 16 23:48:55 2014 , -14.1826257065 , -0.0265095807597 , 503.09005 , 535.00000 , -0.05898347 , 103.06050 , 105.11097 , 0.0 , 3840000.10000 , 4179990.00000 , 124699.73793 
Sun Aug 17 02:52:32 2014 , -14.1826257065 , -0.0265095807597 , 503.10008 , 535.00000 , -0.05898347 , 103.06050 , 105.06886 , 0.0 , 3840000.10000 , 4179990.00000 , 124699.73793 
Sun Aug 17 05:56:08 2014 , -14.1826249889 , -0.0265095799141 , 504.01002 , 534.99999 , -0.05898347 , 101.43305 , 103.06092 , 0.0 , 3840000.00000 , 4179989.90000 , 124699.73793 
Sun Aug 17 08:59:44 2014 , -14.3150305321 , -0.0265095799141 , 503.99000 , 539.99462 , -0.05898347 , 101.51135 , 102.98809 , 0.0 , 3840000.00000 , 4179989.90000 , 124699.73793 
Sun Aug 17 12:03:19 2014 , -14.3150309887 , -0.0265095807597 , 503.99000 , 539.99462 , -0.05898347 , 102.57559 , 104.08468 , 0.0 , 3840000.10000 , 4179989.90000 , 124699.73793 
Sun Aug 17 15:06:56 2014 , -14.3150312538 , -0.0265095807597 , 500.00000 , 539.99463 , -0.05898347 , 103.89342 , 105.07000 , 0.0 , 3840000.10000 , 4178999.00000 , 124699.73793 
Sun Aug 17 17:32:04 2014 , -14.0500779858 , -0.0265095816054 , 500.00000 , 529.99999 , -0.05898347 , 106.49489 , 112.06630 , 0.0 , 3840000.20000 , 4177999.00000 , 124699.73793 
Sun Aug 17 20:35:40 2014 , -14.0500775376 , -0.0265095807597 , 500.00001 , 529.99999 , -0.05898347 , 109.48255 , 111.96944 , 0.0 , 3840000.10000 , 4000000.00000 , 124699.73793 
Sun Aug 17 23:39:16 2014 , -14.0500775376 , -0.0265095807597 , 500.00001 , 529.99999 , -0.05898347 , 114.47269 , 120.11593 , 0.0 , 3840000.10000 , 4177998.90000 , 124699.73793 
Mon Aug 18 02:42:51 2014 , -14.0498055493 , -0.0265095807597 , 500.00001 , 529.98973 , -0.05898347 , 114.72487 , 119.01837 , 0.0 , 3840000.10000 , 4177999.00000 , 124699.73793 
Mon Aug 18 05:46:24 2014 , -13.3873382837 , -0.0265095807597 , 492.00000 , 505.00000 , -0.05898347 , 116.20964 , 119.85090 , 0.0 , 3840000.10000 , 4177999.00000 , 124699.73793 
Mon Aug 18 08:49:58 2014 , -13.2802480125 , -0.0276671839357 , 455.00000 , 479.99999 , -0.05908965 , 122.01103 , 122.97709 , 0.0 , 3982592.10000 , 4181722.00000 , 125142.86511 
Mon Aug 18 11:53:35 2014 , -13.2802480125 , -0.0276671839357 , 455.08008 , 479.99999 , -0.05908965 , 118.30963 , 120.66169 , 0.0 , 3982592.10000 , 4181722.00000 , 125142.86511 
Mon Aug 18 14:57:09 2014 , -13.2801926781 , -0.0276671839357 , 455.01000 , 479.99799 , -0.05908965 , 119.67979 , 125.90143 , 0.0 , 3982592.10000 , 4181722.00000 , 125142.86511 
Mon Aug 18 18:00:44 2014 , -14.0091257686 , -0.029185800292 , 455.01000 , 479.99800 , -0.05920352 , 121.85737 , 123.86599 , 0.0 , 4185589.30000 , 4390808.60000 , 125641.84642 
Mon Aug 18 21:04:23 2014 , -13.9957993089 , -0.0291580367187 , 455.00000 , 479.99800 , -0.05920352 , 121.00000 , 122.92700 , 0.0 , 4181721.60000 , 4444444.00000 , 125641.84642 
Tue Aug 19 00:07:56 2014 , -13.9957815225 , -0.0291580367187 , 455.02003 , 479.99739 , -0.05920352 , 119.11401 , 120.39100 , 0.0 , 4181721.60000 , 4444444.00000 , 125641.84642 
Tue Aug 19 03:11:31 2014 , -14.6148369664 , -0.0291580367187 , 460.31355 , 501.22843 , -0.05920352 , 115.99500 , 118.30740 , 0.0 , 4181721.60000 , 4444444.00000 , 125641.84642 
Tue Aug 19 06:15:04 2014 , -13.8563011752 , -0.0279925281921 , 460.34064 , 494.99999 , -0.05908127 , 110.29203 , 115.99999 , 0.0 , 4024917.10000 , 4390807.60000 , 125129.60852 
